0.00000000000000000000e+00  0.00000000000000000000e+00  0.00000000000000000000e+00
4.16666666666666643537e-02  0.00000000000000000000e+00  0.00000000000000000000e+00
8.33333333333333287074e-02  0.00000000000000000000e+00  0.00000000000000000000e+00
1.25000000000000000000e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
1.66666666666666657415e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
2.08333333333333342585e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
2.50000000000000000000e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
2.91666666666666685170e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
3.33333333333333314830e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
3.75000000000000000000e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
4.16666666666666685170e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
4.58333333333333314830e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
5.00000000000000000000e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
5.41666666666666629659e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
5.83333333333333370341e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
6.25000000000000000000e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
6.66666666666666629659e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
7.08333333333333370341e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
7.50000000000000000000e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
7.91666666666666629659e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
8.33333333333333370341e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
8.75000000000000000000e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
9.16666666666666629659e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
9.58333333333333370341e-01  0.00000000000000000000e+00  0.00000000000000000000e+00
1.00000000000000000000e+00  0.00000000000000000000e+00  0.00000000000000000000e+00
0.00000000000000000000e+00  4.16666666666666643537e-02  0.00000000000000000000e+00
4.16666666666666643537e-02  4.16666666666666643537e-02  1.70691905973273973240e-02
8.33333333333333287074e-02  4.16666666666666643537e-02  3.38155602536218818921e-02
1.25000000000000000000e-01  4.16666666666666643537e-02  4.99661617098644331159e-02
1.66666666666666657415e-01  4.16666666666666643537e-02  6.52511346709395978483e-02
2.08333333333333342585e-01  4.16666666666666643537e-02  7.94125149633368582203e-02
2.50000000000000000000e-01  4.16666666666666643537e-02  9.22101796267050660694e-02
2.91666666666666685170e-01  4.16666666666666643537e-02  1.03426597774966058663e-01
3.33333333333333314830e-01  4.16666666666666643537e-02  1.12870859541602461262e-01
3.75000000000000000000e-01  4.16666666666666643537e-02  1.20382107082173964163e-01
4.16666666666666685170e-01  4.16666666666666643537e-02  1.25832384192134161260e-01
4.58333333333333314830e-01  4.16666666666666643537e-02  1.29128888597748098244e-01
5.00000000000000000000e-01  4.16666666666666643537e-02  1.30215604333298456963e-01
5.41666666666666629659e-01  4.16666666666666643537e-02  1.29074294976119718914e-01
5.83333333333333370341e-01  4.16666666666666643537e-02  1.25724846230609255127e-01
6.25000000000000000000e-01  4.16666666666666643537e-02  1.20224956232070773199e-01
6.66666666666666629659e-01  4.16666666666666643537e-02  1.12669183101956518755e-01
7.08333333333333370341e-01  4.16666666666666643537e-02  1.03187371536762204083e-01
7.50000000000000000000e-01  4.16666666666666643537e-02  9.19424940540543439438e-02
7.91666666666666629659e-01  4.16666666666666643537e-02  7.91279597830089054256e-02
8.33333333333333370341e-01  4.16666666666666643537e-02  6.49644696623587758477e-02
8.75000000000000000000e-01  4.16666666666666643537e-02  4.96965471176577730517e-02
9.16666666666666629659e-01  4.16666666666666643537e-02  3.35889964883620828484e-02
9.58333333333333370341e-01  4.16666666666666643537e-02  1.69239034051891779065e-02
1.00000000000000000000e+00  4.16666666666666643537e-02  0.00000000000000000000e+00
0.00000000000000000000e+00  8.33333333333333287074e-02  0.00000000000000000000e+00
