 1.0000000000000000e+00   8.0000000000000004e-01
 1.0960000000000001e+00   7.8676803583999999e-01
 1.1888243286016000e+00   7.4405537171377290e-01
 1.2745732892113055e+00   6.6681357572770150e-01
 1.3488595867762483e+00   5.5273535152968911e-01
 1.4072297735784307e+00   4.0364815102815210e-01
 1.4457351430230048e+00   2.2631397973320355e-01
 1.4615451287143997e+00   3.2120953502287747e-02
 1.4534441718635538e+00  -1.6452536880382385e-01
 1.4220590402014819e+00  -3.4876491837515317e-01
 1.3697405914535170e+00  -5.0799619490369086e-01
 1.3001399534245961e+00  -6.3385949811747433e-01
 1.2176143119053233e+00  -7.2296979518453153e-01
 1.1266272025803086e+00  -7.7642919991042447e-01
 1.0312713039268213e+00  -7.9856290105322147e-01
 9.3497210632753536e-01  -7.9543462021643074e-01
 8.4036699507487800e-01  -7.7356277907885185e-01
 7.4931703934861094e-01  -7.3903402187500100e-01
 6.6299882982487768e-01  -6.9702444514135997e-01
 5.8203117251468450e-01  -6.5163875001405747e-01
 5.0660552982150386e-01  -6.0595188376118381e-01
 4.3660272041200038e-01  -5.6215414519029039e-01
 3.7168853497583421e-01  -5.2173121225717967e-01
 3.1138722947027730e-01  -4.8563920928214283e-01
 2.5513512474811995e-01  -4.5445589677226061e-01
 2.0231781424493475e-01  -4.2850206774965538e-01
 1.5229462848820266e-01  -4.0793413973074028e-01
 1.0441362070955709e-01  -3.9281188122959593e-01
 5.8019776993099646e-02  -3.8314589638367480e-01
 1.2458605577475142e-02  -3.7892902815602203e-01
-3.2923189764345641e-02  -3.8015487803569192e-01
-7.8778565151090912e-02  -3.8682550785081998e-01
-1.2576131164854243e-01  -3.9894922442129138e-01
-1.7452637901220083e-01  -4.1652818538064146e-01
-2.2572807613989637e-01  -4.3953440038003272e-01
-2.8001463510340868e-01  -4.6787154292743272e-01
-3.3801724644248021e-01  -5.0131890628625164e-01
-4.0033117261210904e-01  -5.3945304276693751e-01
-4.6748597670654518e-01  -5.8154257490509642e-01
-5.3990139058933218e-01  -6.2641320065756800e-01
-6.1782514486436146e-01  -6.7228440297678116e-01
-7.0124964730375960e-01  -7.1658875006001399e-01
-7.8980644487876484e-01  -7.5580109808609186e-01
-8.8264191084442167e-01  -7.8532970977163952e-01
-9.7828557522395831e-01  -7.9955200886769973e-01
-1.0745343929726696e+00  -7.9210454245660344e-01
-1.1683906654135432e+00  -7.5653826166450233e-01
-1.2561035757721501e+00  -6.8739460780427508e-01
-1.3333653712865692e+00  -5.8161774361708274e-01
-1.3956918342402500e+00  -4.4000394981913982e-01
-1.4389663192431628e+00  -2.6818518989945339e-01
-1.4600562798161190e+00  -7.6603293507773063e-02
-1.4573511096850285e+00   1.2081567327001694e-01
-1.4310605182313150e+00   3.0906769826108649e-01
-1.3831748621023676e+00   4.7483178574139889e-01
-1.3171008896533791e+00   6.0868120544765059e-01
-1.2370913727949315e+00   7.0611480333901744e-01
-1.1476333368520151e+00   7.6731590711533693e-01
-1.0529355550872508e+00   7.9601373919710572e-01
-9.5659003944470977e-01   7.9800439002806467e-01
-8.6141450148051524e-01   7.7979659259510570e-01
-7.6943885722188443e-01   7.4762950807431316e-01
-6.8198341954268016e-01   7.0690779478020271e-01
-5.9978098647463585e-01   6.6197922948191201e-01
-5.2310840446702134e-01   6.1614035757291463e-01
-4.5190730065713636e-01   5.7176540989632774e-01
-3.8588470609190267e-01   5.3048286186198013e-01
-3.2459141381026113e-01   4.9335387986885204e-01
-2.6747977492337821e-01   4.6102975489263553e-01
-2.1394427263602861e-01   4.3388009075310163e-01
-1.6334855314263380e-01   4.1209159790428895e-01
-1.1504228913899925e-01   3.9574101588826716e-01
-6.8370709329449691e-02   3.8484676534041218e-01
-2.2679065457300342e-02   3.7940365489218519e-01
 2.2686167844674747e-02   3.7940408037767415e-01
 6.8377913833341450e-02   3.8484804251897325e-01
 1.1504969804922832e-01   3.9574314615800393e-01
 1.6335626891126237e-01   4.1209458094395918e-01
 2.1395239747577849e-01   4.3388392022650385e-01
 2.6748840976562327e-01   4.6103441179934346e-01
 3.2460065630762092e-01   4.9335932292490009e-01
 3.8589464726759931e-01   5.3048901418920269e-01
 4.5191801971302958e-01   5.7177214133669763e-01
 5.2311996118840676e-01   6.1614746227576855e-01
 5.9979341065921410e-01   6.6198639927674352e-01
 6.8199669701482524e-01   7.0691459056989148e-01
 7.6945291239598801e-01   7.4763533439623109e-01
 8.6142917726992063e-01   7.7980068471251507e-01
 9.5660507672699158e-01   7.9800582785171947e-01
 1.0529505759543332e+00   7.9601150603091586e-01
 1.1476478381744113e+00   7.6730900976614613e-01
 1.2371047382982083e+00   7.0610245826006113e-01
 1.3171124281568261e+00   6.0866306976244366e-01
 1.3831838750411949e+00   4.7480817633014255e-01
 1.4310663904760603e+00   3.0903971346144721e-01
 1.4573534062719422e+00   1.2078513593695005e-01
 1.4600548231009283e+00  -7.6634099461549990e-02
 1.4389612224011701e+00  -2.6821393045085196e-01
 1.3956834797927238e+00  -4.4002866847945021e-01
 1.3333543419661020e+00  -5.8163716646118369e-01
 1.2560905598420395e+00  -6.8740824731145178e-01
