 1.0000000000000000e+00   4.0000000000000002e-01
 1.0480000000000000e+00   3.9381864448000004e-01
 1.0945164746752001e+00   3.7463664547741971e-01
 1.1379127949145809e+00   3.4150549200807723e-01
 1.1764777927571386e+00   2.9426187503173834e-01
 1.2085356449221980e+00   2.3375269309805549e-01
 1.2325784391006720e+00   1.6195566583438428e-01
 1.2474050047224503e+00   8.1939842118348649e-02
 1.2522440012090756e+00  -2.3601482204364532e-03
 1.2468385691495456e+00  -8.6535547486375236e-02
 1.2314754698123456e+00  -1.6619160469449554e-01
 1.2069525840228665e+00  -2.3743279758067667e-01
 1.1744915983929831e+00  -2.9724649068340353e-01
 1.1356134262588498e+00  -3.4371840318678887e-01
 1.0919991816281538e+00  -3.7606215331336107e-01
 1.0453585094636431e+00  -3.9449121938231374e-01
 9.9732128897639849e-01  -3.9999001583963589e-01
 9.4936090566213038e-01  -3.9404695556516628e-01
 9.0275001964075852e-01  -3.7840122825361477e-01
 8.5854461088126277e-01  -3.5483566433947039e-01
 8.1758946019928558e-01  -3.2502873910391133e-01
 7.8053771349632406e-01  -2.9046433973263819e-01
 7.4787801866345249e-01  -2.5238969918248583e-01
 7.1996418569252751e-01  -2.1180896187772824e-01
 6.9704386781279770e-01  -1.6950038559850700e-01
 6.7928409314888583e-01  -1.2604747296205410e-01
 6.6679247430190469e-01  -8.1877119554751868e-02
 6.5963358445574538e-01  -3.7300446354500576e-02
 6.5784036717682459e-01   7.4459637161675279e-03
 6.6142061574762556e-01   5.2159254133858475e-02
 6.7035858816895055e-01   9.6629848649776612e-02
 6.8461177942357188e-01   1.4060092377824551e-01
 7.0410280987572949e-01   1.8372742942155781e-01
 7.2870636248474574e-01   2.2553483535421287e-01
 7.5823117036074050e-01   2.6537884985278881e-01
 7.9239728644941498e-01   3.0240900684658251e-01
 8.3080933200392026e-01   3.3554126286242181e-01
 8.7292718953639625e-01   3.6344744799696382e-01
 9.1803671952319166e-01   3.8457214492232972e-01
 9.6522450431775542e-01   3.9718944243223003e-01
 1.0133621857069268e+00   3.9951160083619724e-01
 1.0611072885184427e+00   3.8985715316643887e-01
 1.1069279024668721e+00   3.6687570343549303e-01
 1.1491574573429610e+00   3.2981032511194008e-01
 1.1860823804937377e+00   2.7875840525080375e-01
 1.2160594746031539e+00   2.1487411387423205e-01
 1.2376521678235535e+00   1.4044937548282416e-01
 1.2497673247190317e+00   5.8823608021320473e-02
 1.2517698337486705e+00  -2.5892205572612043e-02
 1.2435531953816050e+00  -1.0924246608434410e-01
 1.2255516418884280e+00  -1.8692485724291452e-01
 1.1986912296433057e+00  -2.5525643150184085e-01
 1.1642900983279862e+00  -3.1151539222025204e-01
 1.1239275355104452e+00  -3.5410463753647725e-01
 1.0793049853192318e+00  -3.8253317996925174e-01
 1.0321195723178249e+00  -3.9725381193854820e-01
 9.8396407045398038e-01  -3.9941757708704800e-01
 9.3625935381693348e-01  -3.9060620616494962e-01
 8.9021858097439255e-01  -3.7258930465548312e-01
 8.4683792069961761e-01  -3.4713302654585182e-01
 8.0690665460338817e-01  -3.1586868697404763e-01
 7.7102943582584627e-01  -2.8021704739199749e-01
 7.3965456322930878e-01  -2.4135740472426490e-01
 7.1310365869202264e-01  -2.0022883092410146e-01
 6.9159964380752448e-01  -1.5755208974009738e-01
 6.7529115715439936e-01  -1.1386328734090917e-01
 6.6427245484570629e-01  -6.9553099827043191e-02
 6.5859841319590895e-01  -2.4907873216021198e-02
 6.5829456527386121e-01   1.9849222392286790e-02
 6.6336222657005783e-01   6.4517513671805596e-02
 6.7377876855509455e-01   1.0887840530257664e-01
 6.8949304384267618e-01   1.5265474991036410e-01
 7.1041590853358194e-01   1.9546973944989371e-01
 7.3640578131065071e-01   2.3680573702260152e-01
 7.6724928541900628e-01   2.7596469233110632e-01
 8.0263730747011619e-01   3.1203360171002886e-01
 8.4213734982941324e-01   3.4386086881603939e-01
 8.8516391598596567e-01   3.7005219219236030e-01
 9.3094987595557965e-01   3.8899720929179726e-01
 9.7852324621599696e-01   3.9893953182305586e-01
 1.0266953635931131e+00   3.9810145075112907e-01
 1.0740675943962679e+00   3.8486861703427927e-01
 1.1190638316813399e+00   3.5802799662490142e-01
 1.1599943135862441e+00   3.1703462531086091e-01
 1.1951521417559465e+00   2.6226252523880184e-01
 1.2229373196435565e+00   1.9517966886598823e-01
 1.2419952622837835e+00   1.1838535060205474e-01
 1.2513498037880495e+00   3.5467958356575749e-02
 1.2505075722893617e+00  -4.9318454165931974e-02
 1.2395133747882259e+00  -1.3151032058332013e-01
 1.2189450953493650e+00  -2.0693412562712768e-01
 1.1898491846377153e+00  -2.7214607385643397e-01
 1.1536300376238209e+00  -3.2472778385956863e-01
 1.1119145165114188e+00  -3.6339766201819929e-01
 1.0664145987394531e+00  -3.8794727197334683e-01
 1.0188071712378157e+00  -3.9904948994309986e-01
 9.7064272115310923e-01  -3.9800115878482889e-01
 9.2328689312945689e-01  -3.8645852256918789e-01
 8.7789267573650420e-01  -3.6620686311703410e-01
 8.3539724598136877e-01  -3.3898559732495631e-01
 7.9653613237851473e-01  -3.0637313313732467e-01
