10  0.00000000e+00  0.00000000e+00    0.0000000000000000e+00  4.31690033e+01
20  0.00000000e+00  0.00000000e+00    0.0000000000000000e+00  1.60242611e+02
40  0.00000000e+00  3.84100000e-03    0.0000000000000000e+00  6.15202830e+02
80  0.00000000e+00  4.77000000e-02    0.0000000000000000e+00  2.40832609e+03
160  2.98200000e-03  5.38952000e-01    0.0000000000000000e+00  9.52736261e+03
